raw_character_text,word_count,sentence count,syllable count,Flesch readability,Flesch-Kincaid grade
People In Line,4,4,7,57.77,5.45
Electric Car Computer,4,3,4,120.8816667,-3.27
Krusty Auditioner,4,2,4,120.205,-3.01
2nd Orderly,4,1,6,75.875,3.67
British Waitress,4,1,5,97.025,0.72
2nd Panicked Employee,4,4,8,36.62,8.4
Brazilian Fans,4,1,4,118.175,-2.23
Elderly Nazi,4,1,6,75.875,3.67
Aunt Gladys's Corpse,4,1,6,75.875,3.67
Left Snake,4,1,8,33.575,9.57
Brazilians,4,1,4,118.175,-2.23
Vacu-bot,4,1,4,118.175,-2.23
Pleading Factory Worker,4,1,7,54.725,6.62
LISA OWL,4,1,5,97.025,0.72
Twinkle the Kidd,4,1,5,97.025,0.72
Plant Monster,4,1,5,97.025,0.72
Lackeys,4,1,4,118.175,-2.23
Unrecognizable Simpsons,4,1,6,75.875,3.67
Pistons,4,4,4,121.22,-3.4
Phyllis Diller,4,1,4,118.175,-2.23
Ebenezer Urkel,4,1,4,118.175,-2.23
Uncle Tyrone,4,1,4,118.175,-2.23
Eager Young Reporter,4,1,4,118.175,-2.23
Koobler Dwarf,4,1,4,118.175,-2.23
Auditioning Woman #1,4,1,5,97.025,0.72
Dracula Voice,4,1,4,118.175,-2.23
Travis Barker,4,1,5,97.025,0.72
Very Normal Prisoner,4,1,4,118.175,-2.23
Parole Board,4,3,10,-6.018333333,14.43
Boy Juvie,4,1,4,118.175,-2.23
Lisping Boy,4,1,5,97.025,0.72
Drivers,4,2,6,77.905,2.89
Kenny,4,1,4,118.175,-2.23
Professional-looking Driver,4,1,5,97.025,0.72
Tracker,4,2,7,56.755,5.84
Tram Driver,4,2,4,120.205,-3.01
Kid Reporter,4,1,7,54.725,6.62
Buffed Worker,4,1,4,118.175,-2.23
Boys' Chorus,4,1,7,54.725,6.62
Peg,4,1,4,118.175,-2.23
Tree Hoper,4,1,5,97.025,0.72
Prince Ralph,4,1,4,118.175,-2.23
Bryn Mawr,4,1,5,97.025,0.72
Price,4,2,4,120.205,-3.01
Emotional Woman,4,1,4,118.175,-2.23
Drunken Cop,4,2,4,120.205,-3.01
Dry Cleaner,4,1,4,118.175,-2.23
Vassar,4,1,4,118.175,-2.23
3-Year-Old Lisa,4,1,5,97.025,0.72
Elks,4,2,7,56.755,5.84
Valerie,4,2,4,120.205,-3.01
Italian Woman,4,2,6,77.905,2.89
Onlookers,4,4,4,121.22,-3.4
Old Barney,4,1,4,118.175,-2.23
Cadet Anderson,4,1,5,97.025,0.72
APU+,4,1,6,75.875,3.67
Homer's Inner Child,4,1,4,118.175,-2.23
Dancer,4,2,7,56.755,5.84
SUPERFRIENDS,4,1,4,118.175,-2.23
Man At Bar,4,1,4,118.175,-2.23
TV CHARACTER,4,1,5,97.025,0.72
First Worker,4,1,5,97.025,0.72
Male Worker,4,2,6,77.905,2.89
Winning Farmer,4,2,7,56.755,5.84
New York Pilot,4,1,5,97.025,0.72
Hospital Intercom,4,2,4,120.205,-3.01
News Crew Member #1,4,1,4,118.175,-2.23
Male Parishoner,4,1,5,97.025,0.72
Hoyt,4,1,5,97.025,0.72
Filipino Steward,4,1,4,118.175,-2.23
SHELBYVILLE FATHER AND MOTHER,4,1,4,118.175,-2.23
Male Neighbor,4,1,4,118.175,-2.23
Caleb,4,1,4,118.175,-2.23
Dead German Soldier,4,1,8,33.575,9.57
Fighter Pilot #2,4,2,5,99.055,-0.06
Male Gps,4,2,5,99.055,-0.06
ALEPPO,4,2,8,35.605,8.79
20-ISH MOE,4,1,7,54.725,6.62
Sales Kid,4,3,7,57.43166667,5.58
Salesman #2,4,1,7,54.725,6.62
ARIK MARSHAL,4,1,7,54.725,6.62
Hipster Man,4,2,7,56.755,5.84
French Delegate,4,1,6,75.875,3.67
Second Girl,4,1,5,97.025,0.72
NICE GIRL,4,1,4,118.175,-2.23
Freakish Kid,4,1,5,97.025,0.72
NICK DELACOURT,4,1,5,97.025,0.72
Super Milhouse,4,2,6,77.905,2.89
NVA SGT.,4,2,6,77.905,2.89
Woman In Crowd,4,1,4,118.175,-2.23
Schoolboy,4,1,6,75.875,3.67
Hippo #2,4,1,5,97.025,0.72
Scarlet Pimpernel,4,2,5,99.055,-0.06
Homer Doll,4,1,4,118.175,-2.23
Scariest Driver,4,1,6,75.875,3.67
DISTINGUISHED OLDER GENTLEMEN,4,2,8,35.605,8.79
Cossack Puppets,4,1,5,97.025,0.72
Woman At Festival,4,1,5,97.025,0.72
National Guardsman #2,4,1,6,75.875,3.67
Native Wives,4,1,5,97.025,0.72
Salvatore,4,1,4,118.175,-2.23
Salvation Army Driver,4,1,4,118.175,-2.23
Sally Scantron Sheet,4,1,5,97.025,0.72
Fop #2,4,1,4,118.175,-2.23
Hunter S. Thompson,4,1,5,97.025,0.72
Male Punk Rock Fan,4,1,5,97.025,0.72
Mailman #3,4,1,5,97.025,0.72
Andy Warhol,4,1,4,118.175,-2.23
Baboons,4,4,4,121.22,-3.4
Imaginary Burns #3,4,1,4,118.175,-2.23
White Rabbit,4,1,4,118.175,-2.23
Rodeo Clown #1,4,1,6,75.875,3.67
OTHER REPRESENTATIVES,4,4,10,-5.68,14.3
Official-sounding Voice,4,1,5,97.025,0.72
OLDER WOMAN'S VOICE,4,1,5,97.025,0.72
Andre Agassi,4,2,7,56.755,5.84
AFRICAN-AMERICAN MAN,4,2,8,35.605,8.79
Nursing Women,4,3,8,36.28166667,8.53
Invisible Carl,4,1,4,118.175,-2.23
Angry Customer,4,2,4,120.205,-3.01
Female Event Host,4,1,6,75.875,3.67
Deep British Voice,4,1,5,97.025,0.72
Wheelman,4,2,8,35.605,8.79
Investigator #3,4,1,4,118.175,-2.23
Nursing Toddler,4,1,4,118.175,-2.23
Ingimar,4,1,5,97.025,0.72
Blofeld,4,2,5,99.055,-0.06
Rod #1,4,1,4,118.175,-2.23
Dennis Kucinich,4,2,4,120.205,-3.01
Female Bargoer,4,1,6,75.875,3.67
Cowboy #2,3,1,3,119.19,-2.62
Funky Guy,3,1,3,119.19,-2.62
Demolition Foreman,3,5,3,121.626,-3.556
ASTRONAUT VOICE,3,1,5,62.79,5.246666667
Dinosaur Doll,3,1,4,90.99,1.313333333
Giant Pearl,3,1,4,90.99,1.313333333
The Occurrence,3,2,4,92.5125,0.728333333
GOV. HUNTINGCHURCH,3,1,6,34.59,9.18
Electronic Organizer,3,2,3,120.7125,-3.205
10 Years Younger Marge,3,1,3,119.19,-2.62
Funnel Cake Man,3,1,6,34.59,9.18
Giant Cat,3,1,3,119.19,-2.62
Speak 'n' Spell,3,3,3,121.22,-3.4
Girl In Background,3,1,3,119.19,-2.62
DISTINGUISHED VOICE,3,1,4,90.99,1.313333333
Crew Member,3,1,4,90.99,1.313333333
DETECTIVE #1,3,1,5,62.79,5.246666667
Strom Thurmond,3,1,4,90.99,1.313333333
Student #2,3,1,6,34.59,9.18
DEMONS,3,1,9,-50.01,20.98
Additional Man,3,1,5,62.79,5.246666667
Egyptian Slave Homer,3,1,4,90.99,1.313333333
GREAT GRAMMA SIMPSON,3,2,4,92.5125,0.728333333
Frat Boy #1,3,1,5,62.79,5.246666667
Woman On Street,3,1,7,6.39,13.11333333
Eight-year-old Girl's Friend,3,1,3,119.19,-2.62
Elderly Guard,3,1,4,90.99,1.313333333
Terrified Man,3,1,4,90.99,1.313333333
2nd Sushi Piece,3,2,3,120.7125,-3.205
Girl Scout,3,1,4,90.99,1.313333333
Worker In Crowd,3,1,3,119.19,-2.62
Crewman,3,1,4,90.99,1.313333333
GRIZZLED FEMALE VOICE,3,1,4,90.99,1.313333333
Cleanie,3,3,4,93.02,0.533333333
Derby Announcer #1,3,1,3,119.19,-2.62
Student #1,3,1,4,90.99,1.313333333
Decapitating Harry,3,2,5,64.3125,4.661666667
Zamboni Operator,3,1,5,62.79,5.246666667
3RD LEG-UP KID,3,1,4,90.99,1.313333333
Tanker Driver,3,1,3,119.19,-2.62
Film Loop,3,2,3,120.7125,-3.205
Doesn't Like Anything,3,3,3,121.22,-3.4
Actor #3,3,3,3,121.22,-3.4
College Kid,3,1,3,119.19,-2.62
Tom Hamilton,3,1,4,90.99,1.313333333
Deliveryman,3,1,4,90.99,1.313333333
Voices From Sauce,3,3,3,121.22,-3.4
Stenographer,3,2,4,92.5125,0.728333333
Charlie Chaplin,3,1,3,119.19,-2.62
Dr. Reptilicus,3,2,5,64.3125,4.661666667
Stavros,3,1,4,90.99,1.313333333
Game Show Audience,3,3,7,8.42,12.33333333
Visitor,3,1,4,90.99,1.313333333
Voice #2,3,1,4,90.99,1.313333333
Voice #3,3,1,4,90.99,1.313333333
Voice Chip,3,3,3,121.22,-3.4
Tinky Winky,3,2,4,92.5125,0.728333333
FIRE-STOKER,3,1,3,119.19,-2.62
Young Professor Frink,3,1,4,90.99,1.313333333
FIRST PARROT,3,1,4,90.99,1.313333333
Crowd Member,3,1,3,119.19,-2.62
Yo-Yo Ma,3,1,3,119.19,-2.62
Video Voice,3,1,3,119.19,-2.62
ALL THREE TV VOICES,3,1,5,62.79,5.246666667
Fonzie,3,2,4,92.5125,0.728333333
Cowboy Zombie,3,1,3,119.19,-2.62
Dad #2,3,1,3,119.19,-2.62
Flowers,3,2,4,92.5125,0.728333333
Third-grade Girl,3,1,4,90.99,1.313333333
Thisbe,3,1,4,90.99,1.313333333
Train,3,1,3,119.19,-2.62
TRANSPORTER,3,2,6,36.1125,8.595
Thistlewick Flanders,3,2,3,120.7125,-3.205
Childcare Supervisor,3,1,3,119.19,-2.62
Counter Man,3,1,3,119.19,-2.62
10-year-old-girl,3,1,3,119.19,-2.62
ALL FOUR ACES,3,1,4,90.99,1.313333333
Young Lou,3,1,3,119.19,-2.62
Dark Stanley,3,1,3,119.19,-2.62
Citizen Solar,3,1,4,90.99,1.313333333
Teenage Lenny,3,1,3,119.19,-2.62
Admissions Man,3,1,4,90.99,1.313333333
Djiboutian Runner,3,1,4,90.99,1.313333333
Wacky Friend,3,1,3,119.19,-2.62
Unattractive Waitress,3,1,3,119.19,-2.62
Scary Voice,3,1,4,90.99,1.313333333
Adult Ralph,3,1,3,119.19,-2.62
Pretentious Rat Lover,3,1,4,90.99,1.313333333
Review Board Members,3,2,3,120.7125,-3.205
Revelers,3,3,3,121.22,-3.4
Rev. Lovejoy Avatar,3,1,4,90.99,1.313333333
Rest Of Kids,3,3,3,121.22,-3.4
Reps,3,2,3,120.7125,-3.205
Japanese Woman,3,1,6,34.59,9.18
Jeckle,3,1,3,119.19,-2.62
Jeeves,3,2,3,120.7125,-3.205
Relieved Mom,3,2,4,92.5125,0.728333333
Relative #5,3,1,3,119.19,-2.62
Relative #4,3,1,5,62.79,5.246666667
CHARRO,3,3,6,36.62,8.4
Real Lisa,3,1,4,90.99,1.313333333
Ray Thomas,3,1,4,90.99,1.313333333
CAMPY 40'S MOVIE DETECTIVE,3,1,4,90.99,1.313333333
CAITLYN,3,1,5,62.79,5.246666667
Ape #2,3,1,3,119.19,-2.62
Ralph Peacock,3,1,3,119.19,-2.62
Jose Flanders,3,1,3,119.19,-2.62
Arab Men,3,3,3,121.22,-3.4
Junior Dandy Chief,3,1,6,34.59,9.18
ROBERT DINERO,3,1,3,119.19,-2.62
RABBIS,3,3,3,121.22,-3.4
Quigley,3,1,3,119.19,-2.62
Puppet,3,1,4,90.99,1.313333333
Program Voices,3,1,4,90.99,1.313333333
Kenny Loggins,3,1,4,90.99,1.313333333
Assorted Townspeople,3,3,8,-19.78,16.26666667
Kicker,3,1,3,119.19,-2.62
COOL SECOND GRADER #1,3,1,3,119.19,-2.62
Robed Indian,3,2,4,92.5125,0.728333333
Irs Man,3,1,4,90.99,1.313333333
Homer Angel,3,1,4,90.99,1.313333333
Sensitive Female Voice,3,3,4,93.02,0.533333333
Henrietta Kitten,3,1,6,34.59,9.18
Second Witch,3,1,5,62.79,5.246666667
Hick,3,1,4,90.99,1.313333333
Sea Sponge,3,1,3,119.19,-2.62
Sculptor,3,1,3,119.19,-2.62
Hip Audience Members,3,3,6,36.62,8.4
Scientist #3,3,1,3,119.19,-2.62
Hippie #3,3,1,6,34.59,9.18
Hippo Critter,3,1,4,90.99,1.313333333
Scanner,3,3,6,36.62,8.4
Sardonicus,3,2,4,92.5125,0.728333333
Santas,3,1,3,119.19,-2.62
Salvadoran Rebel,3,2,5,64.3125,4.661666667
Rodeo Clown #2,3,1,3,119.19,-2.62
Altar Boy,3,1,3,119.19,-2.62
Altar Boy Usher,3,1,3,119.19,-2.62
Sailor #2,3,3,3,121.22,-3.4
Sailor #1,3,3,3,121.22,-3.4
SWISH,3,1,3,119.19,-2.62
SQUEAKY-VOICED TEEN ATTENDANT,3,1,3,119.19,-2.62
SPOILED 2-YEAR-OLD,3,1,3,119.19,-2.62
Housekeepers,3,3,9,-47.98,20.2
Calabresis,3,1,3,119.19,-2.62
SASSY TWENTYSOMETHING GAL,3,1,4,90.99,1.313333333
Rowdy Soldier,3,1,4,90.99,1.313333333
Rosarita,3,1,4,90.99,1.313333333
Roger Sherman,3,1,5,62.79,5.246666667
Kid With Lisp,3,1,3,119.19,-2.62
Pre-Teen Hibbert Kid,3,1,8,-21.81,17.04666667
Server #1,3,1,3,119.19,-2.62
Aussie Reporter,3,1,3,119.19,-2.62
Octoparrot,3,1,4,90.99,1.313333333
Mailman #1,3,2,5,64.3125,4.661666667
Major Nougat,3,1,4,90.99,1.313333333
Male Audience Member #2,3,1,4,90.99,1.313333333
Back-up Rabbis,3,1,3,119.19,-2.62
Newspaper Worker #2,3,2,7,7.9125,12.52833333
Nerd #2,3,1,3,119.19,-2.62
Bag Boys,3,3,3,121.22,-3.4
Man In Lower Outhouse,3,4,3,121.47375,-3.4975
National Guardsman #1,3,1,5,62.79,5.246666667
Manuel Noriega,3,1,4,90.99,1.313333333
N.Y. Mother,3,1,3,119.19,-2.62
Mysterious Noise,3,3,3,121.22,-3.4
Mule,3,1,3,119.19,-2.62
Bar Customers,3,1,3,119.19,-2.62
Matrons,3,1,4,90.99,1.313333333
Bike Messenger,3,1,4,90.99,1.313333333
Mayflower Crew,3,3,3,121.22,-3.4
Mr. Toad,3,1,4,90.99,1.313333333
Bart Anchor,3,1,5,62.79,5.246666667
Med Students,3,2,3,120.7125,-3.205
Medicine Woman,3,1,3,119.19,-2.62
Mr. Montone,3,2,3,120.7125,-3.205
Microchip Voice,3,3,3,121.22,-3.4
Middle-aged Father,3,1,3,119.19,-2.62
Bart's Fist,3,3,3,121.22,-3.4
Mop Top #2,3,1,4,90.99,1.313333333
Moon,3,1,4,90.99,1.313333333
Beatnik,3,3,5,64.82,4.466666667
Old Folks,3,3,4,93.02,0.533333333
MR. BURNS' GEOMETRIC SHAPES,3,2,3,120.7125,-3.205
Old Man #2,3,2,5,64.3125,4.661666667
Parishioners,3,3,6,36.62,8.4
Lancelot Link,3,1,5,62.79,5.246666667
Pilgrims,3,3,3,121.22,-3.4
Last Teenager,3,2,5,64.3125,4.661666667
Avatar Dolph,3,1,3,119.19,-2.62
Lenin,3,1,7,6.39,13.11333333
People In Court,3,5,6,37.026,8.244
Leroy,3,1,3,119.19,-2.62
Pbs-style Announcer,3,1,4,90.99,1.313333333
Bran Producer #2,3,2,4,92.5125,0.728333333
Bran Producer #1,3,1,3,119.19,-2.62
BAGPIPER,3,1,4,90.99,1.313333333
Ling,3,2,3,120.7125,-3.205
Lips,3,1,4,90.99,1.313333333
PRINGLES-TYPE MAN,3,2,3,120.7125,-3.205
MOE-BIRD,3,3,3,121.22,-3.4
PRINCIPAL,3,2,4,92.5125,0.728333333
Both Snakes,3,1,5,62.79,5.246666667
PEOPLE,3,3,3,121.22,-3.4
Lumley,3,2,3,120.7125,-3.205
MAN ON RADIO,3,1,3,119.19,-2.62
Other Traders,3,3,3,121.22,-3.4
Other Orderly,3,1,3,119.19,-2.62
Other Old People,3,3,3,121.22,-3.4
Other Kids,3,3,6,36.62,8.4
Other Audience Members,3,3,3,121.22,-3.4
MARIA,3,1,3,119.19,-2.62
Older Patty,3,2,5,64.3125,4.661666667
Olde Springfielders,3,2,4,92.5125,0.728333333
Heckler #1,3,1,3,119.19,-2.62
Kid Behind Glass,3,1,6,34.59,9.18
Carter,3,3,3,121.22,-3.4
Shelbyville Kids,3,3,3,121.22,-3.4
Aged Burns,3,1,4,90.99,1.313333333
HOMER JR.,3,3,3,121.22,-3.4
Gomer,3,3,3,121.22,-3.4
Sherry,3,1,3,119.19,-2.62
Guidos,3,3,3,121.22,-3.4
Sheep #1,3,1,3,119.19,-2.62
Silver-haired Woman,3,1,5,62.79,5.246666667
Greeter,3,1,4,90.99,1.313333333
Smashing Pumpkins,3,2,8,-20.2875,16.46166667
English Canadian,2,1,3,77.905,2.89
Attractive Friend,2,1,2,120.205,-3.01
Portly Chef,2,1,2,120.205,-3.01
Kenny the Problem,2,1,2,120.205,-3.01
Kermit the Frog,2,1,4,35.605,8.79
Korean Gymnast,2,2,2,121.22,-3.4
2nd Voice,2,1,3,77.905,2.89
Post-apocalyptic Crowd,2,2,2,121.22,-3.4
Clay Roberts,2,1,2,120.205,-3.01
Kids In Audience,2,2,2,121.22,-3.4
Train Conductor,2,2,3,78.92,2.5
Galahad,2,1,2,120.205,-3.01
Prison Officials,2,2,2,121.22,-3.4
Transport Driver,2,1,4,35.605,8.79
Tv Contestant,2,2,3,78.92,2.5
Kid Crowd,2,2,2,121.22,-3.4
Kid #3,2,2,4,36.62,8.4
Twelve-year-old,2,1,3,77.905,2.89
LINDSAY/COOKIE,2,2,3,78.92,2.5
2nd Texan,2,2,3,78.92,2.5
Pigsty,2,2,3,78.92,2.5
Gas Station Attendant,2,1,4,35.605,8.79
Perverts,2,1,2,120.205,-3.01
Uwa,2,1,2,120.205,-3.01
ELECTRONICALLY-ALTERED VOICE,2,1,3,77.905,2.89
Phony Homer,2,1,3,77.905,2.89
Australian Runner,2,1,4,35.605,8.79
Piano Lady,2,1,5,-6.695,14.69
Late Wife,2,1,4,35.605,8.79
Ultrahouse 3000,2,1,5,-6.695,14.69
Poker-playing Billionaire,2,1,2,120.205,-3.01
UNDERWATER GIRL #3,2,1,4,35.605,8.79
Groom #1 / Groom #2,2,1,2,120.205,-3.01
Eerie Voice,2,2,2,121.22,-3.4
Planet Jackson,2,1,4,35.605,8.79
Gangsters,2,1,2,120.205,-3.01
Ace of Clubs,2,1,2,120.205,-3.01
El Divo,2,2,2,121.22,-3.4
Skeleton,2,1,3,77.905,2.89
Assembly,2,1,3,77.905,2.89
Protestant Leprechaun,2,2,2,121.22,-3.4
Carlotta,2,1,4,35.605,8.79
JAMAICAN MAN,2,1,3,77.905,2.89
Factory Foreman,2,2,2,121.22,-3.4
Shorts Marge,2,1,3,77.905,2.89
Anne,2,1,4,35.605,8.79
The Players,2,2,2,121.22,-3.4
Hammer,2,1,3,77.905,2.89
Father McGrath,2,1,2,120.205,-3.01
Terri's Belly,2,1,2,120.205,-3.01
JOCK DEMON,2,2,4,36.62,8.4
JEFFISTOPHELES,2,2,2,121.22,-3.4
Fbi Trooper #1,2,1,8,-133.595,32.39
Small Voice,2,2,3,78.92,2.5
CRAP PLAYERS,2,2,2,121.22,-3.4
Italian Sausage Maker,2,1,2,120.205,-3.01
Chinese Principal #2,2,1,3,77.905,2.89
Israeli Airline Guard,2,1,3,77.905,2.89
Sherri's Belly,2,1,2,120.205,-3.01
Rod #2,2,1,6,-48.995,20.59
Airman With Pistol,2,1,2,120.205,-3.01
CROWD OW,2,2,2,121.22,-3.4
Ronaldo's Thoughts,2,1,2,120.205,-3.01
Jeff Gordon,2,1,2,120.205,-3.01
HOMER-ISH WOMAN'S VOICE,2,2,3,78.92,2.5
8-YEAR OLD YOKEL GIRL,2,1,3,77.905,2.89
Redenbacher,2,1,2,120.205,-3.01
Caribbean Outcast,2,1,2,120.205,-3.01
KID VOICE,2,1,2,120.205,-3.01
3rd World Family,2,1,2,120.205,-3.01
K.I.T.T.,2,1,3,77.905,2.89
3rd World Father,2,1,4,35.605,8.79
Juvie Girl,2,2,2,121.22,-3.4
5-Year-Old Bart,2,1,3,77.905,2.89
5th Graders,2,2,4,36.62,8.4
Busboys,2,2,2,121.22,-3.4
RUPERT,2,3,2,121.5583333,-3.53
Toddler Homer,2,2,4,36.62,8.4
60-Year-Old Nelson,2,1,2,120.205,-3.01
Stadium Announcer,2,1,2,120.205,-3.01
FAINT VOICE,2,2,2,121.22,-3.4
Raheem,2,1,2,120.205,-3.01
7-YEAR OLD YOKEL BOY,2,1,8,-133.595,32.39
CEELO GREEN-TYPE,2,1,4,35.605,8.79
7-Year-Old Homer,2,1,2,120.205,-3.01
CHEEKBONE/GOATEE SPIES,2,2,8,-132.58,32
Slick-looking Man #3,2,1,5,-6.695,14.69
Various Quimbys,2,1,2,120.205,-3.01
Various Onlookers,2,1,2,120.205,-3.01
Man In I.N.S. Jacket,2,1,5,-6.695,14.69
Workmen,2,1,2,120.205,-3.01
Bandit,2,1,2,120.205,-3.01
Women In Crowd,2,2,2,121.22,-3.4
NELSON JR.,2,1,2,120.205,-3.01
Woman On Tv #2,2,1,4,35.605,8.79
NICHOLSON,2,1,2,120.205,-3.01
Man With No Face,2,1,2,120.205,-3.01
Nasty J,2,1,2,120.205,-3.01
Goofy Recording,2,1,2,120.205,-3.01
Nelson Apparition,2,1,2,120.205,-3.01
Wife #2,2,1,4,35.605,8.79
Nelson's Parrot,2,1,2,120.205,-3.01
Nerd In Audience,2,1,4,35.605,8.79
Mall Worker,2,1,2,120.205,-3.01
New Englander,2,1,3,77.905,2.89
New York Guy,2,1,2,120.205,-3.01
2-headed Woman,2,1,3,77.905,2.89
Male Factory Worker,2,1,3,77.905,2.89
Baby Lisa,2,2,2,121.22,-3.4
Baby Burns,2,1,3,77.905,2.89
Muk Mu,2,1,2,120.205,-3.01
Cyclist,2,1,2,120.205,-3.01
Yakuza,2,1,4,35.605,8.79
Mrs. Skinner Devil,2,1,2,120.205,-3.01
Basketball Player,2,1,3,77.905,2.89
Celestial Choir,2,1,3,77.905,2.89
1-Year-Old Nelson,2,1,2,120.205,-3.01
Cow In Truck,2,0,2,#NAME?,inf
Sophisticate #2,2,1,3,77.905,2.89
Beer Vendor,2,1,3,77.905,2.89
Mourners,2,1,3,77.905,2.89
Crackerman,2,1,3,77.905,2.89
Midwestern Woman,2,1,5,-6.695,14.69
Girl's Thoughts,2,1,4,35.605,8.79
Young Seth,2,2,2,121.22,-3.4
Big Donut,2,2,3,78.92,2.5
Young Jasper,2,1,2,120.205,-3.01
Young Guard,2,1,3,77.905,2.89
Bigfoot,2,1,3,77.905,2.89
Mean Girl,2,1,2,120.205,-3.01
Mrs. Abe Bunyan,2,1,3,77.905,2.89
Mrs. Hobbes,2,1,4,35.605,8.79
Giant-nosed Man,2,1,2,120.205,-3.01
Wiggum Smiley Face,2,1,4,35.605,8.79
Nuts & Bolts,2,1,3,77.905,2.89
Rowdy Rabbi,2,1,2,120.205,-3.01
Generation X Guy,2,1,3,77.905,2.89
WILLIAM/ROBYN,2,1,2,120.205,-3.01
Donkey,2,2,2,121.22,-3.4
2nd College Kid,2,1,4,35.605,8.79
Donut Man/terence,2,1,3,77.905,2.89
Charity Titters,2,1,2,120.205,-3.01
Voice From Trunk,2,2,2,121.22,-3.4
Other Team,2,1,2,120.205,-3.01
Sports Bar Guy #3,2,1,5,-6.695,14.69
Outfielder,2,1,3,77.905,2.89
PEDESTRIANS,2,1,2,120.205,-3.01
Widowfish,2,3,5,-5.341666667,14.17
PETE/ROGER/JOHN,2,1,3,77.905,2.89
Little Rich Boy,2,1,2,120.205,-3.01
BETTY & MOE,2,1,2,120.205,-3.01
2nd Homer,2,1,2,120.205,-3.01
Little Boy #1,2,1,4,35.605,8.79
BERNICE,2,1,2,120.205,-3.01
Party Guests,2,1,2,120.205,-3.01
Springfield Fans,2,6,2,121.8966667,-3.66
BAD AUSTIN POWERS IMPRESSION,2,1,3,77.905,2.89
Commie Nazi,2,1,4,35.605,8.79
Osvaldo,2,1,2,120.205,-3.01
Distant Voice,2,1,2,120.205,-3.01
MARGE *,2,1,2,120.205,-3.01
Male Astronomer,2,1,2,120.205,-3.01
ORIGINAL GHOST LISA,2,1,2,120.205,-3.01
Main Title Singers,2,1,2,120.205,-3.01
Mailman #2,2,2,5,-5.68,14.3
OSMODIAR AND TROY,2,1,6,-48.995,20.59
Blocko Cowboy,2,1,4,35.605,8.79
Sperm #40012,2,1,2,120.205,-3.01
MUFFLED FEMALE VOICE,2,2,4,36.62,8.4
Afrikaner Promoter,2,1,2,120.205,-3.01
Conf. Delegate,2,1,2,120.205,-3.01
German Fan,2,1,3,77.905,2.89
Old Mrs. Glick,2,1,2,120.205,-3.01
Computer Voice 2,2,1,2,120.205,-3.01
2nd American Man,2,1,2,120.205,-3.01
Bodhi,2,1,2,120.205,-3.01
MELANIE UPFOOT,2,1,6,-48.995,20.59
Opponent #1,2,1,2,120.205,-3.01
Opponent #2,2,1,2,120.205,-3.01
Opponent #3,2,1,2,120.205,-3.01
Roughneck,2,2,2,121.22,-3.4
Models,2,2,2,121.22,-3.4
Female Victim,2,2,2,121.22,-3.4
All Chocobots,2,3,4,36.95833333,8.27
Sultan,2,2,4,36.62,8.4
Ace of Spades,2,1,2,120.205,-3.01
Hillbilly Man,2,2,2,121.22,-3.4
INCEST,2,1,4,35.605,8.79
Homer's Mouth,2,1,6,-48.995,20.59
Happy The Elf,2,1,3,77.905,2.89
American Man,2,1,2,120.205,-3.01
TUSCALOOSA PEOPLE,2,1,6,-48.995,20.59
French Canadian,2,1,2,120.205,-3.01
High-tech Cell,2,1,4,35.605,8.79
Homer-Ape,2,2,2,121.22,-3.4
American Woman,2,1,4,35.605,8.79
Second Scientist,2,1,2,120.205,-3.01
Ace of Hearts,2,1,2,120.205,-3.01
Stephanie,2,1,2,120.205,-3.01
Hippie #1,2,1,3,77.905,2.89
TERRI & SHERRI,2,1,3,77.905,2.89
ALEC/KIM/RON,2,1,2,120.205,-3.01
Hurley,2,1,3,77.905,2.89
All Parents,2,2,2,121.22,-3.4
Humbleton Passersby,2,1,3,77.905,2.89
AUTHOR,2,1,3,77.905,2.89
Humans,2,2,2,121.22,-3.4
Salem the Cat,2,1,5,-6.695,14.69
Folk Art Singer,2,1,2,120.205,-3.01
Alan Thicke,2,1,5,-6.695,14.69
Fox Burns,2,1,2,120.205,-3.01
TEACHER IN BACK,2,1,2,120.205,-3.01
Rowdy Woman,2,1,2,120.205,-3.01
Child Voice,2,2,4,36.62,8.4
Hockey Player,2,1,2,120.205,-3.01
Frenchman,2,1,2,120.205,-3.01
Homer's Reflection,2,1,2,120.205,-3.01
Senator Vane,2,1,5,-6.695,14.69
Frog #1,2,2,2,121.22,-3.4
Stoned Guy,2,2,3,78.92,2.5
Stoner In Audience,2,2,2,121.22,-3.4
SOME AUDIENCE MEMBERS,2,2,2,121.22,-3.4
SOUTH AMERICAN BIDDER,2,1,3,77.905,2.89
SPONGE BOB,2,1,2,120.205,-3.01
SPUCKLER KID,2,1,3,77.905,2.89
Fudge Box,2,1,3,77.905,2.89
SHERRI/TERRI,2,1,2,120.205,-3.01
Amos Guy,2,1,6,-48.995,20.59
Frog #3,2,4,2,121.7275,-3.595
Frog #2,2,4,2,121.7275,-3.595
Andre,2,1,2,120.205,-3.01
Foreign Dignitary,2,1,3,77.905,2.89
Ace of Diamonds,2,1,2,120.205,-3.01
Her Group,2,2,2,121.22,-3.4
SENIOR CITIZENS,2,1,3,77.905,2.89
Teenage Burns,2,2,2,121.22,-3.4
Russian Man #2,2,2,2,121.22,-3.4
Lighting Man,1,1,3,-47.98,20.2
Table Of Brunchers,1,1,1,121.22,-3.4
Cellmate,1,1,3,-47.98,20.2
Dummy,1,1,1,121.22,-3.4
